Title,Price,Date
MSI VGA GEFORCE RTX 3080 VENTUS 3X PLUS 10G OC LHR RTX3080 10GB GDDR6X 320B DX12 PCIE 4.0 X16 (3XDP 1XHDMI),"17.741,00TL",2022-10-22
